onset_div	duration_div	onset_beat	pitch	tpc	step	alter	beat_float	downbeat	is_downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	a_isOnset	cadence	cadence_type	phraseend	a_phraseend	unfolded_harmony_index	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	a_simpleNumeral	a_degree1	a_degree2	globalkey_tpc	localkey_tpc	tonicized_tpc	root_tpc	bass_note_tpc	a_root	a_bass	a_localKey	a_tonicizedKey	a_quality	a_inversion	valid_chord_label	valid_cadence_label	valid_phrase_label	valid_pedal_point_label	valid_section_start_label	sic_with_global	sic_with_local	sic_with_tonicized	note_degree	tpc_is_in_label	tpc_is_root	tpc_is_bass
372	12	31.0	44	8	G	1	2.0	2	True	3	4	2	1	1/4	True	3	11	11	11	11a	2	31	False	True				False	22	V64	f#	i		V64	V		64			M	True	True	(2, 1, 5)	()	1	2	minor	minor	i	i, minor	V		i	i	True	V64	V64, minor		V64, minor		V	V	5		6	6	6	7	8	C#	G#	F#	F#	major triad	2	True	True	True	True	True	2	2	2	2	True	False	True
372	12	31.0	56	8	G	1	2.0	2	True	3	4	2	1	1/4	True	3	11	11	11	11a	3	31	False	True				False	22	V64	f#	i		V64	V		64			M	True	True	(2, 1, 5)	()	1	2	minor	minor	i	i, minor	V		i	i	True	V64	V64, minor		V64, minor		V	V	5		6	6	6	7	8	C#	G#	F#	F#	major triad	2	True	True	True	True	True	2	2	2	2	True	False	True
372	12	31.0	61	7	C	1	2.0	2	True	3	4	1	1	1/4	True	3	11	11	11	11a	4	31	False	True				False	22	V64	f#	i		V64	V		64			M	True	True	(2, 1, 5)	()	1	2	minor	minor	i	i, minor	V		i	i	True	V64	V64, minor		V64, minor		V	V	5		6	6	6	7	8	C#	G#	F#	F#	major triad	2	True	True	True	True	True	1	1	1	5	True	True	False
372	12	31.0	65	11	E	1	2.0	2	True	3	4	1	1	1/4	True	3	11	11	11	11a	4	31	False	True				False	22	V64	f#	i		V64	V		64			M	True	True	(2, 1, 5)	()	1	2	minor	minor	i	i, minor	V		i	i	True	V64	V64, minor		V64, minor		V	V	5		6	6	6	7	8	C#	G#	F#	F#	major triad	2	True	True	True	True	True	5	5	5	#7	True	False	False
372	12	31.0	68	8	G	1	2.0	2	True	3	4	1	1	1/4	True	3	11	11	11	11a	4	31	False	True				False	22	V64	f#	i		V64	V		64			M	True	True	(2, 1, 5)	()	1	2	minor	minor	i	i, minor	V		i	i	True	V64	V64, minor		V64, minor		V	V	5		6	6	6	7	8	C#	G#	F#	F#	major triad	2	True	True	True	True	True	2	2	2	2	True	False	True
372	12	31.0	73	7	C	1	2.0	2	True	3	4	1	1	1/4	True	3	11	11	11	11a	5	31	False	True				False	22	V64	f#	i		V64	V		64			M	True	True	(2, 1, 5)	()	1	2	minor	minor	i	i, minor	V		i	i	True	V64	V64, minor		V64, minor		V	V	5		6	6	6	7	8	C#	G#	F#	F#	major triad	2	True	True	True	True	True	1	1	1	5	True	True	False
384	12	32.0	45	3	A	0	3.0	3	True	3	4	2	1	1/4	True	3	11	11	11	11a	2	32	False	True				False	23	i6	f#	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	i	1		6	6	6	6	3	F#	A	F#	F#	minor triad	1	True	True	True	True	True	-3	-3	-3	3	True	False	True
384	12	32.0	57	3	A	0	3.0	3	True	3	4	2	1	1/4	True	3	11	11	11	11a	3	32	False	True				False	23	i6	f#	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	i	1		6	6	6	6	3	F#	A	F#	F#	minor triad	1	True	True	True	True	True	-3	-3	-3	3	True	False	True
384	12	32.0	61	7	C	1	3.0	3	True	3	4	1	1	1/4	True	3	11	11	11	11a	4	32	False	True				False	23	i6	f#	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	i	1		6	6	6	6	3	F#	A	F#	F#	minor triad	1	True	True	True	True	True	1	1	1	5	True	False	False
384	12	32.0	66	6	F	1	3.0	3	True	3	4	1	1	1/4	True	3	11	11	11	11a	4	32	False	True				False	23	i6	f#	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	i	1		6	6	6	6	3	F#	A	F#	F#	minor triad	1	True	True	True	True	True	0	0	0	1	True	True	False
384	12	32.0	73	7	C	1	3.0	3	True	3	4	1	1	1/4	True	3	11	11	11	11a	5	32	False	True				False	23	i6	f#	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	i	1		6	6	6	6	3	F#	A	F#	F#	minor triad	1	True	True	True	True	True	1	1	1	5	True	False	False
396	24	33.0	44	8	G	1	1.0	1	True	3	4	2	1	1/2	True	3	12	12	12	12a	2	33	False	True				False	24	V64	f#	i		V64	V		64			M	True	True	(2, 1, 5)	()	1	2	minor	minor	i	i, minor	V		i	i	True	V64	V64, minor		V64, minor		V	V	5		6	6	6	7	8	C#	G#	F#	F#	major triad	2	True	True	True	True	True	2	2	2	2	True	False	True
396	24	33.0	56	8	G	1	1.0	1	True	3	4	2	1	1/2	True	3	12	12	12	12a	3	33	False	True				False	24	V64	f#	i		V64	V		64			M	True	True	(2, 1, 5)	()	1	2	minor	minor	i	i, minor	V		i	i	True	V64	V64, minor		V64, minor		V	V	5		6	6	6	7	8	C#	G#	F#	F#	major triad	2	True	True	True	True	True	2	2	2	2	True	False	True
408	12	34.0	61	7	C	1	2.0	2	True	3	4	1	1	1/4	True	3	12	12	12	12a	4	34	False	False				False	24	V64	f#	i		V64	V		64			M	True	True	(2, 1, 5)	()	1	2	minor	minor	i	i, minor	V		i	i	True	V64	V64, minor		V64, minor		V	V	5		6	6	6	7	8	C#	G#	F#	F#	major triad	2	True	True	True	True	True	1	1	1	5	True	True	False
408	12	34.0	65	11	E	1	2.0	2	True	3	4	1	1	1/4	True	3	12	12	12	12a	4	34	False	False				False	24	V64	f#	i		V64	V		64			M	True	True	(2, 1, 5)	()	1	2	minor	minor	i	i, minor	V		i	i	True	V64	V64, minor		V64, minor		V	V	5		6	6	6	7	8	C#	G#	F#	F#	major triad	2	True	True	True	True	True	5	5	5	#7	True	False	False
408	12	34.0	68	8	G	1	2.0	2	True	3	4	1	1	1/4	True	3	12	12	12	12a	4	34	False	False				False	24	V64	f#	i		V64	V		64			M	True	True	(2, 1, 5)	()	1	2	minor	minor	i	i, minor	V		i	i	True	V64	V64, minor		V64, minor		V	V	5		6	6	6	7	8	C#	G#	F#	F#	major triad	2	True	True	True	True	True	2	2	2	2	True	False	True
408	12	34.0	73	7	C	1	2.0	2	True	3	4	1	1	1/4	True	3	12	12	12	12a	5	34	False	False				False	24	V64	f#	i		V64	V		64			M	True	True	(2, 1, 5)	()	1	2	minor	minor	i	i, minor	V		i	i	True	V64	V64, minor		V64, minor		V	V	5		6	6	6	7	8	C#	G#	F#	F#	major triad	2	True	True	True	True	True	1	1	1	5	True	True	False
420	12	35.0	37	7	C	1	3.0	3	True	3	4	2	1	1/4	True	3	12	12	12	12a	2	35	False	True	HC	HC	}	True	25	V|HC}	f#	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	V	5		6	6	6	7	7	C#	C#	F#	F#	major triad	0	True	True	True	True	True	1	1	1	5	True	True	True
420	12	35.0	49	7	C	1	3.0	3	True	3	4	2	1	1/4	True	3	12	12	12	12a	3	35	False	True	HC	HC	}	True	25	V|HC}	f#	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	V	5		6	6	6	7	7	C#	C#	F#	F#	major triad	0	True	True	True	True	True	1	1	1	5	True	True	True
420	12	35.0	61	7	C	1	3.0	3	True	3	4	1	1	1/4	True	3	12	12	12	12a	4	35	False	True	HC	HC	}	True	25	V|HC}	f#	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	V	5		6	6	6	7	7	C#	C#	F#	F#	major triad	0	True	True	True	True	True	1	1	1	5	True	True	True
420	12	35.0	65	11	E	1	3.0	3	True	3	4	1	1	1/4	True	3	12	12	12	12a	4	35	False	True	HC	HC	}	True	25	V|HC}	f#	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	V	5		6	6	6	7	7	C#	C#	F#	F#	major triad	0	True	True	True	True	True	5	5	5	#7	True	False	False
420	12	35.0	68	8	G	1	3.0	3	True	3	4	1	1	1/4	True	3	12	12	12	12a	4	35	False	True	HC	HC	}	True	25	V|HC}	f#	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	V	5		6	6	6	7	7	C#	C#	F#	F#	major triad	0	True	True	True	True	True	2	2	2	2	True	False	False
420	12	35.0	73	7	C	1	3.0	3	True	3	4	1	1	1/4	True	3	12	12	12	12a	5	35	False	True	HC	HC	}	True	25	V|HC}	f#	i		V	V					M	True	True	(1, 5, 2)	()	1	1	minor	minor	i	i, minor	V		i	i	True	V	V, minor		V, minor		V	V	5		6	6	6	7	7	C#	C#	F#	F#	major triad	0	True	True	True	True	True	1	1	1	5	True	True	True
432	6	36.0	42	6	F	1	1.0	1	True	3	4	2	1	1/8	True	3	13	13	13	13a	2	36	False	True			{	False	26	i{	f#	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		6	6	6	6	6	F#	F#	F#	F#	minor triad	0	True	True	True	True	True	0	0	0	1	True	True	True
432	6	36.0	54	6	F	1	1.0	1	True	3	4	2	1	1/8	True	3	13	13	13	13a	3	36	False	True			{	False	26	i{	f#	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		6	6	6	6	6	F#	F#	F#	F#	minor triad	0	True	True	True	True	True	0	0	0	1	True	True	True
438	6	36.5	44	8	G	1	1.5	0	False	3	4	2	1	1/8	True	3	13	13	13	13a	2	73/2	False	False				False	26	i{	f#	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		6	6	6	6	6	F#	F#	F#	F#	minor triad	0	True	True	True	True	True	2	2	2	2	False	False	False
438	6	36.5	56	8	G	1	1.5	0	False	3	4	2	1	1/8	True	3	13	13	13	13a	3	73/2	False	False				False	26	i{	f#	i		i	i					m	True	True	(0, -3, 1)	()	0	0	minor	minor	i	i, minor	i		i	i	True	i	i, minor		i, minor		i	i	1		6	6	6	6	6	F#	F#	F#	F#	minor triad	0	True	True	True	True	True	2	2	2	2	False	False	False
444	24	37.0	45	3	A	0	2.0	2	True	3	4	2	1	1/2	True	3	13	13	13	13a	2	37	False	True				False	27	i6	f#	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	i	1		6	6	6	6	3	F#	A	F#	F#	minor triad	1	True	True	True	True	True	-3	-3	-3	3	True	False	True
444	24	37.0	57	3	A	0	2.0	2	True	3	4	2	1	1/2	True	3	13	13	13	13a	3	37	False	True				False	27	i6	f#	i		i6	i		6			m	True	True	(-3, 1, 0)	()	0	-3	minor	minor	i	i, minor	i		i	i	True	i6	i6, minor		i6, minor		i	i	1		6	6	6	6	3	F#	A	F#	F#	minor triad	1	True	True	True	True	True	-3	-3	-3	3	True	False	True
