onset_div	duration_div	onset_beat	pitch	tpc	step	alter	beat_float	downbeat	is_downbeat	ts_beats	ts_beat_type	staff	voice	duration	is_note_onset	ks_fifths	mc	mc_playthrough	mn	mn_playthrough	octave	quarterbeats_playthrough	section_start	a_isOnset	cadence	cadence_type	phraseend	a_phraseend	unfolded_harmony_index	label	globalkey	localkey	pedal	chord	numeral	form	figbass	changes	relativeroot	chord_type	globalkey_is_minor	localkey_is_minor	chord_tones	added_tones	root	bass_note	globalkey_mode	localkey_mode	localkey_resolved	localkey_and_mode	root_roman	relativeroot_resolved	effective_localkey	effective_localkey_resolved	effective_localkey_is_minor	chord_reduced	chord_reduced_and_mode	pedal_resolved	chord_and_mode	applied_to_numeral	numeral_or_applied_to_numeral	a_simpleNumeral	a_degree1	a_degree2	globalkey_tpc	localkey_tpc	tonicized_tpc	root_tpc	bass_note_tpc	a_root	a_bass	a_localKey	a_tonicizedKey	a_quality	a_inversion	valid_chord_label	valid_cadence_label	valid_phrase_label	valid_pedal_point_label	valid_section_start_label	sic_with_global	sic_with_local	sic_with_tonicized	note_degree	tpc_is_in_label	tpc_is_root	tpc_is_bass
452	1	75.333	68	8	G	1	2.333	0	False	6	8	1	1	1/16	True	2	38	38	38	38a	4	113	False	True				False	140	ii6/V	D	I		ii6/V	ii		6		V	m	False	False	(0, 4, 3)	()	3	0	major	major	I	I, major	ii/V	V	V/I	V	False	ii6/V	ii6/V, major		ii6/V, major	V	V	ii	2	5	2	2	3	5	2	B	D	D	A	minor triad	1	True	True	True	True	True	6	6	5	#4	False	False	False
452	2	75.333	71	5	B	0	2.333	0	False	6	8	2	1	1/8	True	2	38	38	38	38a	4	113	False	True				False	140	ii6/V	D	I		ii6/V	ii		6		V	m	False	False	(0, 4, 3)	()	3	0	major	major	I	I, major	ii/V	V	V/I	V	False	ii6/V	ii6/V, major		ii6/V, major	V	V	ii	2	5	2	2	3	5	2	B	D	D	A	minor triad	1	True	True	True	True	True	3	3	2	6	True	True	False
453	1	75.5	66	6	F	1	2.5	0	False	6	8	1	1	1/16	True	2	38	38	38	38a	4	453/4	False	False				False	140	ii6/V	D	I		ii6/V	ii		6		V	m	False	False	(0, 4, 3)	()	3	0	major	major	I	I, major	ii/V	V	V/I	V	False	ii6/V	ii6/V, major		ii6/V, major	V	V	ii	2	5	2	2	3	5	2	B	D	D	A	minor triad	1	True	True	True	True	True	4	4	3	3	True	False	False
454	1	75.667	49	7	C	1	2.667	0	False	6	8	3	1	1/16	True	2	38	38	38	38a	3	227/2	False	False				False	140	ii6/V	D	I		ii6/V	ii		6		V	m	False	False	(0, 4, 3)	()	3	0	major	major	I	I, major	ii/V	V	V/I	V	False	ii6/V	ii6/V, major		ii6/V, major	V	V	ii	2	5	2	2	3	5	2	B	D	D	A	minor triad	1	True	True	True	True	True	5	5	4	7	False	False	False
454	1	75.667	49	7	C	1	2.667	0	False	6	8	4	1	1/16	True	2	38	38	38	38a	3	227/2	False	False				False	140	ii6/V	D	I		ii6/V	ii		6		V	m	False	False	(0, 4, 3)	()	3	0	major	major	I	I, major	ii/V	V	V/I	V	False	ii6/V	ii6/V, major		ii6/V, major	V	V	ii	2	5	2	2	3	5	2	B	D	D	A	minor triad	1	True	True	True	True	True	5	5	4	7	False	False	False
454	1	75.667	64	4	E	0	2.667	0	False	6	8	1	1	1/16	True	2	38	38	38	38a	4	227/2	False	False				False	140	ii6/V	D	I		ii6/V	ii		6		V	m	False	False	(0, 4, 3)	()	3	0	major	major	I	I, major	ii/V	V	V/I	V	False	ii6/V	ii6/V, major		ii6/V, major	V	V	ii	2	5	2	2	3	5	2	B	D	D	A	minor triad	1	True	True	True	True	True	2	2	1	2	False	False	False
454	2	75.667	71	5	B	0	2.667	0	False	6	8	2	1	1/8	True	2	38	38	38	38a	4	227/2	False	False				False	140	ii6/V	D	I		ii6/V	ii		6		V	m	False	False	(0, 4, 3)	()	3	0	major	major	I	I, major	ii/V	V	V/I	V	False	ii6/V	ii6/V, major		ii6/V, major	V	V	ii	2	5	2	2	3	5	2	B	D	D	A	minor triad	1	True	True	True	True	True	3	3	2	6	True	True	False
455	1	75.833	47	5	B	0	2.833	0	False	6	8	3	1	1/16	True	2	38	38	38	38a	2	455/4	False	False				False	140	ii6/V	D	I		ii6/V	ii		6		V	m	False	False	(0, 4, 3)	()	3	0	major	major	I	I, major	ii/V	V	V/I	V	False	ii6/V	ii6/V, major		ii6/V, major	V	V	ii	2	5	2	2	3	5	2	B	D	D	A	minor triad	1	True	True	True	True	True	3	3	2	6	True	True	False
455	1	75.833	47	5	B	0	2.833	0	False	6	8	4	1	1/16	True	2	38	38	38	38a	2	455/4	False	False				False	140	ii6/V	D	I		ii6/V	ii		6		V	m	False	False	(0, 4, 3)	()	3	0	major	major	I	I, major	ii/V	V	V/I	V	False	ii6/V	ii6/V, major		ii6/V, major	V	V	ii	2	5	2	2	3	5	2	B	D	D	A	minor triad	1	True	True	True	True	True	3	3	2	6	True	True	False
455	1	75.833	62	2	D	0	2.833	0	False	6	8	1	1	1/16	True	2	38	38	38	38a	4	455/4	False	False				False	140	ii6/V	D	I		ii6/V	ii		6		V	m	False	False	(0, 4, 3)	()	3	0	major	major	I	I, major	ii/V	V	V/I	V	False	ii6/V	ii6/V, major		ii6/V, major	V	V	ii	2	5	2	2	3	5	2	B	D	D	A	minor triad	1	True	True	True	True	True	0	0	-1	1	True	False	True
456	4	76.0	49	7	C	1	1.0	1	True	6	8	3	1	1/4	True	2	39	39	39	39a	3	114	False	True				False	141	I6(2)/V	D	I		I6(2)/V	I		6	2	V	M	False	False	(5, 2, 3)	()	1	5	major	major	I	I, major	I/V	V	V/I	V	False	I6/V	I6/V, major		I6(2)/V, major	V	V	I	1	5	2	2	3	3	7	A	C#	D	A	major triad	1	True	True	True	True	True	5	5	4	7	True	False	True
456	4	76.0	49	7	C	1	1.0	1	True	6	8	4	1	1/4	True	2	39	39	39	39a	3	114	False	True				False	141	I6(2)/V	D	I		I6(2)/V	I		6	2	V	M	False	False	(5, 2, 3)	()	1	5	major	major	I	I, major	I/V	V	V/I	V	False	I6/V	I6/V, major		I6(2)/V, major	V	V	I	1	5	2	2	3	3	7	A	C#	D	A	major triad	1	True	True	True	True	True	5	5	4	7	True	False	True
